rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,display_correct_first,task_type,trial_type,trial_index,time_elapsed,subject_id,study_id,session_id,rng_seed,response_correct,response_position,rt_zscore
4433,j,capitals,9,country,Switzerland,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,True,critical,html-keyboard-response,53,164100,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,1.1785706761481247
1611,f,capitals,10,country,Turkey,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,True,critical,html-keyboard-response,55,166729,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,1,left,-0.6786241762055324
1295,j,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,57,169042,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.886587880437905
5991,f,capitals,22,state,Maine,Augusta,Portland,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,True,critical,html-keyboard-response,59,176051,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,1,left,2.203910711572291
1837,j,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,False,critical,html-keyboard-response,61,178892,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,1,right,-0.5298906409001013
1764,j,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,True,critical,html-keyboard-response,63,181666,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.5779328890297317
1810,j,capitals,6,country,New Zealand,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,False,critical,html-keyboard-response,65,184488,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,1,right,-0.5476596915781838
1312,j,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,True,critical,html-keyboard-response,67,186812,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.8753999596405939
1402,f,capitals,33,state,North Carolina,Raleigh,Charlotte,What is the capital of North Carolina?,The capital of North Carolina is,0.494,0.935,1.892712551,False,critical,html-keyboard-response,69,189226,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,left,-0.8161697907136523
2129,j,capitals,17,state,Florida,Tallahassee,Jacksonville,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,True,critical,html-keyboard-response,71,192365,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.33772164838157975
1766,j,capitals,27,state,Nebraska,Lincoln,Omaha,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,True,critical,html-keyboard-response,73,195143,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.5766166630535775
1512,j,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,True,critical,html-keyboard-response,75,197664,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.7437773620251681
2704,f,capitals,28,state,Nevada,Carson City,Las Vegas,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,False,critical,html-keyboard-response,77,201374,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,left,0.04069331976276922
1336,f,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,False,critical,html-keyboard-response,79,203719,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,left,-0.8596052479267428
1176,j,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,81,205900,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,-0.9649033260190834
2066,f,capitals,29,state,New Hampshire,Concord,Manchester,What is the capital of New Hampshire?,The capital of New Hampshire is,0.0449,0.115,2.561247216,True,critical,html-keyboard-response,83,208974,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,1,left,-0.37918276663043887
2186,f,capitals,37,state,South Dakota,Pierre,Sioux Falls,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,False,critical,html-keyboard-response,85,212171,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,left,-0.3002092080611834
1304,f,capitals,30,state,New Jersey,Trenton,Newark,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,False,critical,html-keyboard-response,87,214485,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,left,-0.8806648635452109
2895,j,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,True,critical,html-keyboard-response,89,218384,subject_17,67d993866d1d7516d87e97de,67f553041b6b947432e5f48b,0.5891247858355094,0,right,0.1663929004855008
1008,j,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,7,766699,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.17190721421560257
456,f,capitals,27,state,Nebraska,Lincoln,Omaha,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,True,critical,html-keyboard-response,9,768171,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,-0.6074806409232014
339,j,capitals,16,state,Delaware,Dover,Wilmington,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,True,critical,html-keyboard-response,11,769518,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.699803269410138
264,f,capitals,37,state,South Dakota,Pierre,Sioux Falls,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,False,critical,html-keyboard-response,13,770789,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,-0.7589844415171488
293,j,capitals,29,state,New Hampshire,Concord,Manchester,What is the capital of New Hampshire?,The capital of New Hampshire is,0.0449,0.115,2.561247216,False,critical,html-keyboard-response,15,772088,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.7361010549691046
364,j,capitals,18,state,Illinois,Springfield,Chicago,What is the capital of Illinois?,The capital of Illinois is,0.111,2.612,23.53153153,False,critical,html-keyboard-response,17,773468,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.6800762120411346
1061,f,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,True,critical,html-keyboard-response,19,775539,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,-0.13008585259331498
1810,f,capitals,14,state,California,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,False,critical,html-keyboard-response,21,778367,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,0.46093678618203193
4494,f,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,False,critical,html-keyboard-response,23,783878,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,2.578833665318255
1051,j,capitals,31,state,New Mexico,Santa Fe,Albuquerque,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,True,critical,html-keyboard-response,25,785937,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.13797667554091642
6043,j,capitals,35,state,Oregon,Salem,Portland,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,False,critical,html-keyboard-response,27,792991,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,3.8011221399017163
374,j,capitals,30,state,New Jersey,Trenton,Newark,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,True,critical,html-keyboard-response,29,794368,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.6721853890935331
274,f,capitals,32,state,New York,Albany,New York,What is the capital of New York?,The capital of New York is,0.103,7.937,77.05825243,False,critical,html-keyboard-response,31,795645,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,-0.7510936185695474
173,j,capitals,11,country,United Arab Emirates,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,True,critical,html-keyboard-response,33,796824,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.8307909303403218
626,f,capitals,3,country,Canada,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,True,critical,html-keyboard-response,35,798463,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,-0.4733366508139771
243,j,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,False,critical,html-keyboard-response,37,799724,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.7755551697071118
309,f,capitals,26,state,Montana,Helena,Billings,What is the capital of Montana?,The capital of Montana is,0.0359,0.123,3.426183844,False,critical,html-keyboard-response,39,801038,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,-0.7234757382529423
305,j,capitals,10,country,Turkey,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,False,critical,html-keyboard-response,41,802346,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.7266320674319829
350,j,capitals,17,state,Florida,Tallahassee,Jacksonville,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,True,critical,html-keyboard-response,43,803703,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.6911233641677765
344,f,capitals,7,country,Pakistan,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,False,critical,html-keyboard-response,45,805058,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,-0.6958578579363374
385,j,capitals,20,state,Kentucky,Frankfort,Louisville,What is the capital of Kentucky?,The capital of Kentucky is,0.0281,0.617,21.95729537,True,critical,html-keyboard-response,47,806458,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.6635054838511715
1271,j,capitals,34,state,North Dakota,Bismarck,Fargo,What is the capital of North Dakota?,The capital of North Dakota is,0.076,0.138,1.815789474,False,critical,html-keyboard-response,49,808733,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,0.03562142930631499
3684,f,capitals,22,state,Maine,Augusta,Portland,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,False,critical,html-keyboard-response,51,813428,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,1.9396770065625393
746,j,capitals,21,state,Louisiana,Baton Rouge,New Orleans,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,True,critical,html-keyboard-response,53,815178,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.37864677544276
440,j,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,False,critical,html-keyboard-response,55,816622,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.6201059576393636
469,j,capitals,12,state,Alabama,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,False,critical,html-keyboard-response,57,818105,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.5972225710913195
554,f,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,True,critical,html-keyboard-response,59,819674,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,-0.5301505760367073
549,j,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,61,821231,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.5340959875105081
615,j,capitals,8,country,South Africa,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,True,critical,html-keyboard-response,63,822875,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.48201655605633864
938,j,capitals,1,country,Australia,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,False,critical,html-keyboard-response,65,824839,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,-0.22714297484881255
776,j,capitals,33,state,North Carolina,Raleigh,Charlotte,What is the capital of North Carolina?,The capital of North Carolina is,0.494,0.935,1.892712551,True,critical,html-keyboard-response,67,826632,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,-0.35497430659995566
1034,f,capitals,38,state,Texas,Austin,Houston,What is the capital of Texas?,The capital of Texas is,0.989,2.324,2.349848332,False,critical,html-keyboard-response,69,828669,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,left,-0.15139107455183884
2101,f,capitals,6,country,New Zealand,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,True,critical,html-keyboard-response,71,831784,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,0.6905597339572335
2593,f,capitals,2,country,Brazil,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,True,critical,html-keyboard-response,73,835384,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,1.0787882229792238
2089,f,capitals,39,state,Vermont,Montpelier,Burlington,What is the capital of Vermont?,The capital of Vermont is,0.0079,0.0444,5.620253165,True,critical,html-keyboard-response,75,838490,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,0.6810907464201118
2009,j,capitals,15,state,Connecticut,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,False,critical,html-keyboard-response,77,841519,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,right,0.6179641628393003
1733,j,capitals,28,state,Nevada,Carson City,Las Vegas,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,True,critical,html-keyboard-response,79,844258,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,0.40017744948550094
2432,j,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,True,critical,html-keyboard-response,81,847707,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,0,right,0.9517459735228407
3372,f,capitals,4,country,India,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,critical,html-keyboard-response,83,852085,subject_35,67d993866d1d7516d87e97de,67f555df14ce3715e6d45f79,0.9096106056143266,1,left,1.6934833305973749
